finish -2: Computing delta...
finish -1: Starting kernel launch from Python binding, s_q=4096, topk_length=2048
[B29 SQ14 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B134 SQ67 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B69 SQ34 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B20 SQ10 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B34 SQ17 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B131 SQ65 CTA1] k=0 [WG3] step 7: bar_dq_ready arrive
[B56 SQ28 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B138 SQ69 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[WG0 CTA1] finish 8: dP is ready, computing ds
[B127 SQ63 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B24 SQ12 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B46 SQ23 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B116 SQ58 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B122 SQ61 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B4 SQ2 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B92 SQ46 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B40 SQ20 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B27 SQ13 CTA1] k=0 [WG3] step 7: bar_dq_ready arrive
[B64 SQ32 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B100 SQ50 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B104 SQ52 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B102 SQ51 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B58 SQ29 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B142 SQ71 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B38 SQ19 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B124 SQ62 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B112 SQ56 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B139 SQ69 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B145 SQ72 CTA1] k=0 [WG3] step 8: bar_dkv_part0_done done
[B48 SQ24 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B16 SQ8 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B143 SQ71 CTA1] k=0 [WG3] step 8: bar_dkv_part0_done done
[B32 SQ16 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B96 SQ48 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B80 SQ40 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B94 SQ47 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B70 SQ35 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B137 SQ68 CTA1] k=0 [WG3] step 8: bar_dkv_part0_done done
[B63 SQ31 CTA1] k=0 [WG3] step 8: bar_dkv_part0_done done
[B108 SQ54 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B54 SQ27 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B86 SQ43 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B60 SQ30 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B136 SQ68 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B144 SQ72 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B84 SQ42 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B82 SQ41 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B98 SQ49 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B52 SQ26 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B18 SQ9 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B72 SQ36 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B66 SQ33 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B8 SQ4 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B22 SQ11 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B6 SQ3 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B146 SQ73 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B50 SQ25 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B28 SQ14 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B36 SQ18 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B140 SQ70 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B141 SQ70 CTA1] k=0 [WG3] step 8: bar_dkv_part0_done done
[B110 SQ55 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B147 SQ73 CTA1] k=0 [WG3] step 8: bar_dkv_part0_done done
[B61 SQ30 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B126 SQ63 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B43 SQ21 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B44 SQ22 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B88 SQ44 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B42 SQ21 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B130 SQ65 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B68 SQ34 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B132 SQ66 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B116 SQ58 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B24 SQ12 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[WG0 CTA0] finish 7: delta loaded from global memory
[B0 SQ0 CTA0] k=0 [WG3] step 4-pre: wait bar_ds_ready phase=0
[B114 SQ57 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B62 SQ31 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B128 SQ64 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B89 SQ44 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B76 SQ38 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B20 SQ10 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B12 SQ6 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B104 SQ52 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B138 SQ69 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B34 SQ17 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B118 SQ59 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B58 SQ29 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B102 SQ51 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B119 SQ59 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B13 SQ6 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B131 SQ65 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B90 SQ45 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B56 SQ28 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B135 SQ67 CTA1] k=0 [WG3] step 8: bar_dkv_part0_done done
[B10 SQ5 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B78 SQ39 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B26 SQ13 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B74 SQ37 CTA0] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B127 SQ63 CTA1] k=0 [WG3] step 8: bar_dkv_part0_done done
[B60 SQ30 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B129 SQ64 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B11 SQ5 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B120 SQ60 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B134 SQ67 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B75 SQ37 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B106 SQ53 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B30 SQ15 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B133 SQ66 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B14 SQ7 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B4 SQ2 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B28 SQ14 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B72 SQ36 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B8 SQ4 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B2 SQ1 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B122 SQ61 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B46 SQ23 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B92 SQ46 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B64 SQ32 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B44 SQ22 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B100 SQ50 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[WG0 CTA1] finish 9: dp loaded from TMEM
[B142 SQ71 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B38 SQ19 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B63 SQ31 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B112 SQ56 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B124 SQ62 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B139 SQ69 CTA1] k=0 [WG3] step 8: bar_dkv_part0_done done
[B88 SQ44 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B27 SQ13 CTA1] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B48 SQ24 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B130 SQ65 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B42 SQ21 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B132 SQ66 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B128 SQ64 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B62 SQ31 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B70 SQ35 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B94 SQ47 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B54 SQ27 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B144 SQ72 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B96 SQ48 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B16 SQ8 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B80 SQ40 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B18 SQ9 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B82 SQ41 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B32 SQ16 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B52 SQ26 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B98 SQ49 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B136 SQ68 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B66 SQ33 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B108 SQ54 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B84 SQ42 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B145 SQ72 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B22 SQ11 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B146 SQ73 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B50 SQ25 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B6 SQ3 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B140 SQ70 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B110 SQ55 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B36 SQ18 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B76 SQ38 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B143 SQ71 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B131 SQ65 CTA1] k=0 [WG3] step 8: bar_dkv_part0_done done
[B126 SQ63 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B12 SQ6 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B10 SQ5 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B90 SQ45 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B68 SQ34 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B137 SQ68 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B26 SQ13 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B74 SQ37 CTA0] k=0 [WG3] step 6: bar_kv_peer_ready done
[B118 SQ59 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B106 SQ53 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B104 SQ52 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B120 SQ60 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B60 SQ30 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B129 SQ64 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B147 SQ73 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B133 SQ66 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B2 SQ1 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B141 SQ70 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B138 SQ69 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B20 SQ10 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B34 SQ17 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B100 SQ50 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B92 SQ46 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B63 SQ31 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B28 SQ14 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B128 SQ64 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B132 SQ66 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B88 SQ44 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B4 SQ2 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B134 SQ67 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B30 SQ15 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B62 SQ31 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B130 SQ65 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B122 SQ61 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[WG0 CTA0] finish 8: dP is ready, computing ds
[B127 SQ63 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[WG0 CTA1] finish 10: ds computed and stored to SMEM
[B38 SQ19 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B142 SQ71 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B64 SQ32 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B112 SQ56 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B78 SQ39 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B76 SQ38 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B124 SQ62 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B12 SQ6 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B42 SQ21 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B14 SQ7 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B135 SQ67 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B48 SQ24 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B80 SQ40 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B10 SQ5 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B54 SQ27 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B118 SQ59 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B70 SQ35 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B26 SQ13 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B104 SQ52 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B129 SQ64 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B16 SQ8 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B82 SQ41 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B74 SQ37 CTA0] k=0 [WG3] step 7: bar_dq_ready arrive
[B139 SQ69 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B52 SQ26 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B133 SQ66 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B18 SQ9 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B98 SQ49 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B136 SQ68 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B32 SQ16 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B84 SQ42 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B94 SQ47 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B66 SQ33 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B144 SQ72 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B96 SQ48 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B22 SQ11 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B131 SQ65 CTA1] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B146 SQ73 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B106 SQ53 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B108 SQ54 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B6 SQ3 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B140 SQ70 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B50 SQ25 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B145 SQ72 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B28 SQ14 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B110 SQ55 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B36 SQ18 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B63 SQ31 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B126 SQ63 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B68 SQ34 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B143 SQ71 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B88 SQ44 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B134 SQ67 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B30 SQ15 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B137 SQ68 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B147 SQ73 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B62 SQ31 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B130 SQ65 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B138 SQ69 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B132 SQ66 CTA0] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B141 SQ70 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B128 SQ64 CTA0] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B20 SQ10 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B78 SQ39 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B14 SQ7 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B10 SQ5 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B135 SQ67 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B26 SQ13 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[WG0 CTA0] finish 9: dp loaded from TMEM
[B34 SQ17 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B127 SQ63 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B142 SQ71 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B1 SQ0 CTA1] k=0 [WG3] step 4: bar_ds_ready done
[B1 SQ0 CTA1] k=0 [WG0] finish 11: ds ready for WG3
[B112 SQ56 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B74 SQ37 CTA0] k=0 [WG3] step 8-pre: wait bar_dkv_part0_done phase=0
[B131 SQ65 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B129 SQ64 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
[B139 SQ69 CTA1] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B133 SQ66 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
[B136 SQ68 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B144 SQ72 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B140 SQ70 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B63 SQ31 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
[B145 SQ72 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B134 SQ67 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B126 SQ63 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B146 SQ73 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B130 SQ65 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B143 SQ71 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B147 SQ73 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B137 SQ68 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B132 SQ66 CTA0] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B138 SQ69 CTA0] k=0 [WG3] step 8: bar_dkv_part0_done done
[B128 SQ64 CTA0] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B141 SQ70 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[WG0 CTA0] finish 10: ds computed and stored to SMEM
[B62 SQ31 CTA0] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B135 SQ67 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B131 SQ65 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B127 SQ63 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B1 SQ0 CTA1] k=0 [WG3] step 5: bar_dkv_part0_ready arrive
[B1 SQ0 CTA1] k=0 [WG2] step 2: bar_dkv_part0_ready done
[B139 SQ69 CTA1] k=0 [WG3] step 10: bar_dkv_part1_done done
[B129 SQ64 CTA1] k=0 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B133 SQ66 CTA1] k=0 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B132 SQ66 CTA0] k=0 [WG3] step 10: bar_dkv_part1_done done
[B145 SQ72 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
[B63 SQ31 CTA1] k=0 [WG3] step 12-pre: wait bar_dkv_part2_done phase=0
[B128 SQ64 CTA0] k=0 [WG3] step 10: bar_dkv_part1_done done
[B142 SQ71 CTA0] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B62 SQ31 CTA0] k=0 [WG3] step 10-pre: wait bar_dkv_part1_done phase=0
[B143 SQ71 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
[B0 SQ0 CTA0] k=0 [WG3] step 4: bar_ds_ready done
[B0 SQ0 CTA0] k=0 [WG0] finish 11: ds ready for WG3
[B137 SQ68 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
[B147 SQ73 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
[B140 SQ70 CTA0] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B141 SQ70 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
[B136 SQ68 CTA0] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B135 SQ67 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
[B1 SQ0 CTA1] k=0 [WG3] step 6-pre: wait bar_kv_peer_ready phase=0
[B129 SQ64 CTA1] k=0 [WG3] step 12: bar_dkv_part2_done done
[B134 SQ67 CTA0] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B126 SQ63 CTA0] k=0 [WG3] step 9: bar_dkv_part1_ready arrive
[B139 SQ69 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
[B131 SQ65 CTA1] k=0 [WG3] step 11: bar_dkv_part2_ready arrive
